team,placeName,address,url,lat,long,dist,desc,(Use /// to seperate copy from different authors)
CHW,Parking Lot,"337 W 35th St, Chicago, IL 60616",,41.82989,-87.633485,PARK,"The parking lot, where you can tailgate before and after games. Something we lack up north — Harry Pavlidis",
CHW,Maxwell's Street Depot,"411 W 31st St, Chicago, IL 60616",,41.838018,-87.637145,0.7,"Maxwell’s for pork chops is a thing people like, despite it being a chain. — Dan Hayes",
CHW,Schaller's Pump,"Schaller's Pump, 3714 S Halsted St, Chicago, IL 60609",,41.827148,-87.646353,0.9,"Classic is Schaller’s Pump. -- Phil Rogers /// If you're looking for the best place to drink instead of focusing on craft beer selections specifically, you must head to Schaller's Pump, an old school/no frills bar that's one of the finest and most popular near the stadium. It's a spot for drinks or eats (I hear the corned beef sandwiches are good, but I usually stick with bourbon). You can fact check this, but I think the bar has been in continuous operation the longest in Chicago. Bill Veeck used to be a regular there, and it's the quintessential White Sox bar. It's dated, the tvs are old, the bartenders are also old and Irish, but it's a great pre/post-game atmosphere of South siders and Sox fans. -- Cee Angi",
CHW,Strings Ramen,"2141 S Archer Ave, Chicago, IL 60616",http://www.ramenchicago.com,41.853401,-87.633217,1.8,"Near the White Sox stadium, there are limited dining options aside from the ballpark food, but that doesn't mean you can't have a nice meal before or after the game. The next stop north of Sox-35th on the red line is Chinatown, where you can get Ramen at Strings Ramen, Chinese food at Lao Sze Chuan, or dim sum at Phoenix. ",
CHW,Lao Sze Chuan,"2172 S Archer Ave, Chicago, IL 60616",http://www.chicagolaoszechuan.com,41.85329,-87.634975,1.8,"Near the White Sox stadium, there are limited dining options aside from the ballpark food, but that doesn't mean you can't have a nice meal before or after the game. The next stop north of Sox-35th on the red line is Chinatown, where you can get Ramen at Strings Ramen, Chinese food at Lao Sze Chuan, or dim sum at Phoenix. ",
CHW,Phoenix,"2131 S Archer Ave, Chicago, IL 60616",http://www.chicagoreader.com/chicago/phoenix/Location?oid=1024739,41.853498,-87.632977,1.8,"Near the White Sox stadium, there are limited dining options aside from the ballpark food, but that doesn't mean you can't have a nice meal before or after the game. The next stop north of Sox-35th on the red line is Chinatown, where you can get Ramen at Strings Ramen, Chinese food at Lao Sze Chuan, or dim sum at Phoenix. ",
CHW,Pleasant House Bakery,"964 W 31st St, Chicago, IL 60608",http://pleasanthousebakery.com,41.838096,-87.65126,1.4,"The best eats in the vicinity are at Pleasant House Bakery, a bakery/cafe located in Bridgeport that serves handmade, savory, meat and vegetarian pies. It's BYOB, so the ideal place to bring your favorite drinks to pair with a steak and ale pie with chips and gravy. There's also dessert tarts, scotch eggs, and daily specials.  — Cee Angi",
CHW,35th Street Red Hots,"500 W 35th St, Chicago, IL 60609",http://chicago.seriouseats.com/2009/11/35th-street-red-hots-chicago-illinois-hot-dog-fries.html,41.830979,-87.638979,0.3,"Hot dogs. There are several hot dog stands near the ballpark, 35th Street Red Hots, Morrie O'Malley's Hot Dogs, Johnny O's Hot Dogs. They're classic Chicago-style hot dogs, and you can even get them with french fries in the bun.  — Cee Angi",
CHW,Morrie O'Malley's,"3501 S Union Ave, Chicago, IL 60609",http://www.morrieomalleys35.com,41.830664,-87.643408,0.5,"Hot dogs. There are several hot dog stands near the ballpark, 35th Street Red Hots, Morrie O'Malley's Hot Dogs, Johnny O's Hot Dogs. They're classic Chicago-style hot dogs, and you can even get them with french fries in the bun.  — Cee Angi",
CHW,Johnny O's,"3465 S Morgan St, Chicago, IL 60608",http://www.johnnyoshotdogs.com,41.830823,-87.650734,0.9,"Hot dogs. There are several hot dog stands near the ballpark, 35th Street Red Hots, Morrie O'Malley's Hot Dogs, Johnny O's Hot Dogs. They're classic Chicago-style hot dogs, and you can even get them with french fries in the bun.  — Cee Angi",
CHW,Lou Malnati's,"805 S State St, Chicago, IL 60605",http://www.loumalnatis.com,41.871555,-87.627283,3.1,Lou Malnati's for deep dish pizza. -- Alex Pavlovic,
,,,,,,,,
LAA,Diamond Club,"2000 E Gene Autry Way Anaheim, CA 92805-6724",http://losangeles.angels.mlb.com/ana/ballpark/redcarpet_events/event_spaces.jsp?content=diamond_club,33.799711,-117.889055,PARK,"The best food in the park is behind home plate in the Diamond Club, home of the 1%. If you don’t have a ticket there or don’t know someone who can slip you a restaurant pass, you’re SOL, and it’s pretty pricy stuff anyways. -Jock Thompson",
LAA,Oggi Pizza,"2000 E Gene Autry Way Anaheim, CA 92805-6724",http://oggis.com/,33.799711,-117.889055,PARK,Oggi Pizza (sold in multiple locations) isn't terrible -Jock Thompson,
LAA,Chronic Tacos,"2000 E Gene Autry Way Anaheim, CA 92805-6724",http://eatchronictacos.com/,33.799711,-117.889055,PARK,Chronic Tacos (in CF under the bleachers) also isn't terrible -Jock Thompson,
LAA,,"2000 E Gene Autry Way Anaheim, CA 92805-6724",,33.799711,-117.889055,PARK,Try the grilled cheese sandwich station on the third-base terrace level -Jock Thompson,
LAA,Melissa's,"2000 E Gene Autry Way Anaheim, CA 92805-6724",http://www.melissas.com/,33.799711,-117.889055,PARK,Melissa’s healthy/veggie options are served at multiple locations within the park. -Jock Thompson,
LAA,Shock Top Beer Pub,"2000 E Gene Autry Way Anaheim, CA 92805-6724",http://www.shocktopbeer.com/,33.799711,-117.889055,PARK,"The best food available to everyone can be found on the Club level in the RF corner at the Shock Top Brew Pub (previously known as the Knothole Club). The burger is solid, the chicken sandwich is good, in fact most of the food there is good if not unique. Of course, even this restaurant has restrictions, in that attendees without a club seat ticket in club aren’t allowed entry until after the second inning.",
LAA,,"2000 E Gene Autry Way Anaheim, CA 92805-6724",,33.799711,-117.889055,PARK,Angels Stadium makes a delicious apple crisp if you're up for eating hot fruit in the southern California summer (I am).  — Eireann Dolan,
LAA,Food Trucks,,,,,,"In effort to appease your nagging shoulder devil, food trucks are a thing on most game nights; where a beer, a bite, and a walk to the stadium is a sure way to cover all your bases. -Greg Nagel /// The best food that is a walk (less than a mile) from Angel Stadium may be Socal's upscale food trucks that are some of the best anywhere. -Jock Thompson",
LAA,The Catch,"2100 E. Katella Ave. Anaheim, CA 92806",http://www.catchanaheim.com/,33.802518,-117.887238,0.8,"If you're looking for a more refined dining experience, ""The Catch"" opens three hours prior to the national anthem and has one of the best gameday menus on the planet. Shareables like their Snack Bomb Nachos are the size of a little ­league pitcher's mound. Have you ever seen a tater tot stand? How about an ""O.M.G. Burger""? Five pounds of ground chuck on oversized buns center a platter of ALL THE FRIES. But do they have beer? As TAPS Fish House & Brewery's sister restaurant, you can find various award ­winning TAPS beer as well as a full lineup of guest taps, cocktails and wine. I suggest getting a flight before settling in on a pint. -Greg Nagel /// I try to avoid it due to the standard sports bar fare and crowds. -Jock Thompson",
LAA,JT Schmid's,"2610 E Katella Ave, Anaheim, CA 92806",http://www.jtschmidsrestaurants.com/,33.805493,-117.876973,0.8,"Closer to the Honda Center, it offers standard sports bar fare and large crowds, both of which I like to avoid. -Jock Thompson",
LAA,Golden Road Brewing,"2210 E Orangewood Ave, Anaheim, CA 92806",http://www.goldenroad.la/#welcome,33.795468,-117.885236,0.2,"This past October, Golden Brewing opened a taproom across from the Angel Stadium parking lot, with a restaurant scheduled to follow there later this year. Their original pub in LA gets decent food reviews. -Jock Thompson",
LAA,Noble Ale Works,"1621 S. Sinclair St. Ste B, Anaheim, CA 92806",http://www.noblealeworks.com/,33.808483,-117.882832,1.2,Home to some of the best food trucks in LA and brews some fine beers. -Jock Thompson,
LAA,Anepalco's Cafe,"415 S Main St., Orange CA 92868",http://www.anepalco.com/home.html,33.781977,-117.867011,1.8,"Anepalco's Cafe is an awesome French-Mexican restaurant quite close to the ballpark. You'd be remiss not to visit it for dishes like huevos divorciados and chilaquiles. It's breakfast and lunch only, but there's another, just called Anepalco and also close, does dinner. -Pedro Moura /// Upscale Mexican cuisine that won’t break your wallet can be found at Anepalco’s. -Jock Thompson",
LAA,Taco Maria,"3313 Hyland Ave Ste C21, Costa Mesa, CA, 92626",http://www.tacomaria.com/,33.694431,-117.925894,8,"If you're feeling ambitious, Taco Maria might be the best restaurant in Southern California and is 20 or 25 minutes from the park. Lunch is more affordable than dinner, but both are delicious. -Pedro Moura",
LAA,Gabbi's,"141 South Glassell Avenue, Orange, California 92866",http://www.gabbipatrick.com/gabbis-mexican-kitchen/,33.786781,-117.852824,2.2,Gabbi’s in the city of Orange less than 3 miles away down Chapman Avenue has upscale mexican cuisine that won't break your wallet. -Jock Thompson,
LAA,Haven Gastropub,"190 South Glassell Street, Old Towne Orange, CA 92866",http://www.havengastropub.com/home,33.786281,-117.853549,2.3,"Haven Gastropub has a great beer list, outstanding poutine, and one of the OC’s best burgers. -Jock Thompson",
LAA,LinX,"238 W. Chapman Ave. Orange, CA 92866 ",http://linxdogs.com/,33.787714,-117.854967,2.1,"Gourmet hot dog and sausage purveyor LinX is also nearby in Orange; it serves great beer, the various dogs are outstanding and should be in Angel Stadium. -Jock Thompson",
LAA,Playground,"220 East 4th Street, Santa Ana, CA 92701",http://playgrounddtsa.com/,33.747775,-117.865719,4.3,"A little further away (4 mi from the stadium) in Santa Ana, the Playground is a pricier, world class restaurant, worth a visit if you enjoy good food and drink. -Jock Thompson",
LAA,Little Sparrow,"300 N Main St, Santa Ana, CA, 92701 ",http://www.littlesparrowcafe.com/,33.747273,-117.867959,4.2,"Pricier, world class restaurant Little Sparrow is a little further away in Santa Ana and is worth a visit if you enjoy good food and drink. -Jock Thompson",
LAA,Lola Gaspar,"211 W 2nd Street, Santa Ana, California",http://lolagaspar.com/,33.746301,-117.869073,4.3,Lola Gaspar is another solid option in Santa Ana. -Jock Thompson,
LAA,The North Left,"400 N. Broadway, Santa Ana, CA 92701",http://thenorthleft.com/,33.748005,-117.869725,4.2,The North Left is another solid option in Santa Ana. -Jock Thompson,
LAA,The Crab Cooker,"17260 E. 17th St, Tustin CA 92680",http://www.crabcooker.com/,33.758124,-117.829487,5.3,"Six miles from the stadium in Tustin, the Crab Cooker serves outstanding shellfish, notably the lobster—and their smoked albacore tuna appetizer is the best. -Jock Thompson",
LAA,Urban Cactus,"3070 W. Chapman Ave. Suite C, Orange CA, 92868",http://urbancactus.net/,33.78783,-117.884977,0.7,"The area around Angel Stadium is not teeming with tasty, well-priced food, but, for my money, your best option is Urban Cactus. It is exactly what you imagine a taqueria transported to Orange County would be, with organic masa and stewed cactus as one filling. They also do carnitas, barbacoa, carne asada and other traditional stuff. -Pedro Moura",
,,,,,,,,
CIN,Taste of Belgium,"100 Joe Nuxhall Way, Cincinnati, OH 45202",https://authenticwaffle.com/,39.097243,-84.506626,PARK,"My personal favorite stand inside Great American Ball Park is Taste of Belgium and their excellent waffle and chicken (yes, I put the waffle first because they do). You get an authentic-style Belgian waffle with two pieces of a breaded chicken cutlet. It’s topped with hot sauce and maple syrup. Taste of Belgium is one of the newer restaurants in the area and has expanded to multiple locations. A ballpark stand was opened in 2014 and it’s located near Gate C and the team pro shop. — Mark Sheldon /// The best thing at Great American Ball Park is one of my favorite things in Cincinnati -- the chicken and waffles from Taste Of Belgium. I've loved the waffles from when it was just a guy selling waffles at the farmers market and then when he opened his first full-on restaurant, the chicken and waffles were a standout, adding a spicy chicken breast to the already fantastic waffles. The heat of the waffles with the sweet of the waffle (it's a true Belgian waffle, with sweetness) is fantastic. The owner opened another restaurant and then at the ballpark and then another. Its growth is because of the quality. -C. Trent Rosecrans",
CIN,Fry Box,"100 Joe Nuxhall Way, Cincinnati, OH 45202",,39.097243,-84.506626,PARK,I've heard good things about Fry Box at the first base concourse opposite of Mr. Red's Smokehouse. -C. Trent Rosecrans,
CIN,Mr. Red's Smokehouse,"100 Joe Nuxhall Way, Cincinnati, OH 45202",http://cincinnati.reds.mlb.com/cin/ticketing/smokehouse.jsp,39.097243,-84.506626,PARK,"Located at the end of the first base concourse, I've heard good things about Mr. Red's Smokehouse. -C. Trent Rosecrans",
CIN,Frisch's,"100 Joe Nuxhall Way, Cincinnati, OH 45202",http://www.frischs.com/,39.097243,-84.506626,PARK,"Frisch's is the local franchise of the Big Boy chain, so you can get a Big Boy (a better Big Mac, if you will). -C. Trent Rosecrans",
CIN,The Eagle,"1342 Vine St, Cincinnati, Ohio 45202",http://theeagleotr.com/,39.110698,-84.515173,1.1,"On Vine Street, which has become a mecca of restaurants, bars and retail is a place called The Eagle. It’s known for their fried chicken, spoon bread and other comfort food. The prices are pretty reasonable, but the wait can be extensive. The Eagle is a lengthy walk but a short car ride from the stadium. -Mark Sheldon /// Perhaps the hottest joint in Over-the-Rhine is The Eagle, which has earned its popularity not just with fantastic food (just get the fried chicken and don't miss the mac & cheese), but also it feels like you pay a couple of dollars less than you should. If you can get in, it's a must-visit. -C. Trent Rosecrans",
CIN,Jimmy John's,"171 E Freedom Way, Cincinnati, OH 45202",https://www.jimmyjohns.com/,39.097337,-84.509424,0.1,"One of the best parts about GABP is that you can bring in your own food. So, if you want to stop at the Jimmy John's right next to the stadium and take it into the game, that's an easy, affordable pick-up. -C. Trent Rosecrans",
CIN,Moerlein Lager House,"115 Joe Nuxhall Way, Cincinnati, OH 45202",http://www.moerleinlagerhouse.com/,39.096304,-84.508696,0.1,The Moerlein Lager House sits literally across the street from the right field corner at GABP. It's a nice place for a sit-down dinner with a great view. -C. Trent Rosecrans,
CIN,Knockback Nats,"10 W 7th St, Cincinnati, OH 45202",,39.103865,-84.514211,0.6,"GABP is downtown, so you can get all sorts of things downtown, including great wings at Knockback Nats",
CIN,Via Vite,"520 Vine Street, Cincinnati, Ohio 45202",http://viaviterestaurant.com/,39.101789,-84.512794,0.5,"Downtown, located near GABP, you can get a nice Italian Ice at Via Vite. -C. Trent Rosecrans",
CIN,The 'Wich,"425 Sycamore St, Cincinnati, OH 45202",https://getwichquick.dineblast.com/,39.10117,-84.508312,0.3,Don't overlook the 'Wich on Sycamore for a good sandwich. -C. Trent Rosecrans,
